"","length","gc"
"ENSG00000114480",4651,0.373253063857235
"ENSG00000114491",7512,0.46751863684771
"ENSG00000114503",5111,0.453335942085697
"ENSG00000114520",2708,0.480428360413589
"ENSG00000114529",6021,0.437302773625644
"ENSG00000114541",11201,0.428086777966253
"ENSG00000114544",6592,0.52123786407767
"ENSG00000114554",10944,0.612390350877193
"ENSG00000114573",5116,0.398944487881157
"ENSG00000114626",6155,0.615759545085297
"ENSG00000114631",2175,0.640919540229885
"ENSG00000114638",2256,0.453457446808511
"ENSG00000114646",4367,0.468284863750859
"ENSG00000114648",7064,0.507361268403171
"ENSG00000114650",6288,0.471055979643766
"ENSG00000114654",2945,0.633616298811545
"ENSG00000114656",12033,0.45732568769218
"ENSG00000114670",5355,0.435294117647059
"ENSG00000114686",2715,0.393738489871087
"ENSG00000114698",4231,0.357835027180336
"ENSG00000114735",19425,0.531840411840412
"ENSG00000114737",5112,0.572183098591549
"ENSG00000114738",3915,0.583141762452107
"ENSG00000114739",15705,0.478892072588348
"ENSG00000114742",7473,0.405325839689549
"ENSG00000114744",4895,0.372829417773238
"ENSG00000114745",6256,0.541400255754476
"ENSG00000114757",10236,0.373388042203986
"ENSG00000114767",1542,0.551880674448768
"ENSG00000114770",11365,0.473383194016718
"ENSG00000114779",3161,0.561531161024992
"ENSG00000114784",1889,0.373213340391742
"ENSG00000114786",4761,0.585381222432262
"ENSG00000114790",5459,0.464370763876168
"ENSG00000114796",8650,0.389479768786127
"ENSG00000114805",7173,0.415028579394953
"ENSG00000114812",7384,0.5636511375948
"ENSG00000114841",13872,0.571294694348327
"ENSG00000114850",4627,0.417765290685109
"ENSG00000114853",5494,0.604113578449217
"ENSG00000114854",1141,0.590709903593339
"ENSG00000114857",17309,0.384597608180715
"ENSG00000114859",8522,0.561370570288665
"ENSG00000114861",36710,0.433669299918278
"ENSG00000114867",8257,0.570546203221509
"ENSG00000114902",5121,0.452841241944933
"ENSG00000114904",6393,0.428593774440795
"ENSG00000114923",4952,0.63953957996769
"ENSG00000114933",14373,0.445557642802477
"ENSG00000114942",1915,0.45378590078329
"ENSG00000114948",6425,0.447003891050584
"ENSG00000114956",1455,0.479037800687285
"ENSG00000114978",6440,0.423291925465838
"ENSG00000114982",9022,0.425182886277987
"ENSG00000114988",2709,0.483942414174972
"ENSG00000114993",5191,0.591986129840108
"ENSG00000114999",15730,0.432422123331214
"ENSG00000115008",2017,0.400594942984631
"ENSG00000115020",10839,0.411292554663714
"ENSG00000115041",7841,0.605407473536539
"ENSG00000115042",5678,0.534519196900317
"ENSG00000115053",6819,0.490247836926236
"ENSG00000115073",2853,0.593059936908517
"ENSG00000115084",13398,0.395730706075534
"ENSG00000115091",11946,0.351498409509459
"ENSG00000115107",4562,0.567295046032442
"ENSG00000115109",9209,0.424910413725703
"ENSG00000115112",9367,0.499626347816804
"ENSG00000115128",1125,0.415111111111111
"ENSG00000115129",2312,0.461505190311419
"ENSG00000115137",5624,0.435633001422475
"ENSG00000115138",1538,0.612483745123537
"ENSG00000115145",6776,0.420159386068477
"ENSG00000115155",7943,0.518695706911746
"ENSG00000115159",7165,0.408234473133287
"ENSG00000115163",1949,0.487429451000513
"ENSG00000115165",3384,0.385342789598109
"ENSG00000115170",4480,0.4609375
"ENSG00000115183",14915,0.470063694267516
"ENSG00000115194",5766,0.473985431841831
"ENSG00000115204",5625,0.501155555555556
"ENSG00000115207",5839,0.481075526631272
"ENSG00000115211",5312,0.500376506024096
"ENSG00000115216",5329,0.511165321823982
"ENSG00000115221",5785,0.365773552290406
"ENSG00000115226",1937,0.590604026845638
"ENSG00000115232",10654,0.376759902384081
"ENSG00000115233",7311,0.350841198194501
"ENSG00000115234",3767,0.528802760817627
"ENSG00000115239",6735,0.451076466221232
"ENSG00000115241",3995,0.507884856070088
"ENSG00000115252",6322,0.355900031635558
"ENSG00000115255",2030,0.642857142857143
"ENSG00000115257",3792,0.623417721518987
"ENSG00000115266",12610,0.687153053132435
"ENSG00000115267",5094,0.408716136631331
"ENSG00000115268",2137,0.627047262517548
"ENSG00000115271",5323,0.358444486191997
"ENSG00000115274",1442,0.615811373092926
"ENSG00000115275",3584,0.577287946428571
"ENSG00000115282",4767,0.539542689322425
"ENSG00000115286",7456,0.614270386266094
"ENSG00000115289",1744,0.5625
"ENSG00000115290",2987,0.414462671576833
"ENSG00000115295",7781,0.402390438247012
"ENSG00000115306",18473,0.463433118605532
"ENSG00000115307",2455,0.54867617107943
"ENSG00000115310",6644,0.408338350391331
"ENSG00000115317",3001,0.583138953682106
"ENSG00000115318",4519,0.576676255808807
"ENSG00000115325",3049,0.641849786815349
"ENSG00000115339",4589,0.436914360427108
"ENSG00000115350",2000,0.458
"ENSG00000115353",5128,0.457293291731669
"ENSG00000115355",33942,0.384125861764186
"ENSG00000115361",5152,0.409937888198758
"ENSG00000115363",2745,0.418579234972678
"ENSG00000115364",8947,0.378562646697217
"ENSG00000115365",5254,0.397982489531785
"ENSG00000115368",5040,0.373412698412698
"ENSG00000115380",3962,0.447501261988895
"ENSG00000115392",2412,0.373963515754561
"ENSG00000115414",17216,0.386791356877323
"ENSG00000115415",9770,0.370317297850563
"ENSG00000115419",9833,0.36387674158446
"ENSG00000115421",8479,0.374808350041278
"ENSG00000115423",13514,0.407429332544028
"ENSG00000115425",3196,0.443679599499374
"ENSG00000115446",2230,0.478923766816143
"ENSG00000115457",4742,0.565584141712358
"ENSG00000115459",7259,0.508058961289434
"ENSG00000115461",6466,0.508506031549644
"ENSG00000115464",18443,0.410291167380578
"ENSG00000115468",2675,0.539439252336449
"ENSG00000115484",2701,0.415401703072936
"ENSG00000115486",9101,0.470277991429513
"ENSG00000115504",8219,0.419394086871882
"ENSG00000115507",4833,0.591558038485413
"ENSG00000115514",2816,0.449928977272727
"ENSG00000115520",2722,0.41844232182219
"ENSG00000115524",10421,0.399289895403512
"ENSG00000115525",16300,0.483742331288344
"ENSG00000115526",4499,0.50122249388753
"ENSG00000115539",1532,0.471279373368146
"ENSG00000115540",4081,0.368537123254104
"ENSG00000115541",1823,0.472298409215579
"ENSG00000115548",13299,0.429881946010978
"ENSG00000115556",5777,0.493162541111303
"ENSG00000115561",7019,0.412879327539536
"ENSG00000115568",6994,0.47698026880183
"ENSG00000115594",7123,0.447845009125369
"ENSG00000115604",4353,0.41258901906731
"ENSG00000115641",6626,0.405976456383942
"ENSG00000115648",7435,0.516879623402824
"ENSG00000115649",2719,0.549834497977197
"ENSG00000115652",7023,0.451658835255589
"ENSG00000115657",5205,0.544092219020173
"ENSG00000115661",4368,0.532051282051282
"ENSG00000115677",12160,0.472368421052632
"ENSG00000115685",3781,0.548796614652208
"ENSG00000115687",10665,0.505578996718237
"ENSG00000115694",7588,0.584739061676331
"ENSG00000115718",2491,0.613809714973906
"ENSG00000115738",2213,0.525982828739268
"ENSG00000115750",3975,0.403522012578616
"ENSG00000115756",6237,0.602693602693603
"ENSG00000115758",2791,0.525976352561806
"ENSG00000115760",17858,0.416955986112667
"ENSG00000115761",3836,0.41866527632951
"ENSG00000115762",6728,0.485285374554102
"ENSG00000115806",4705,0.463336875664187
"ENSG00000115808",14351,0.411748310222284
"ENSG00000115816",3512,0.41628701594533
"ENSG00000115825",10244,0.389496290511519
"ENSG00000115827",7657,0.391537155543947
"ENSG00000115828",2676,0.448056801195815
"ENSG00000115839",6606,0.409930366333636
"ENSG00000115840",6126,0.433235390140385
"ENSG00000115841",6031,0.362958050074614
"ENSG00000115844",2971,0.58296869740828
"ENSG00000115866",4752,0.434343434343434
"ENSG00000115875",4045,0.447218788627936
"ENSG00000115884",3613,0.64350954885137
"ENSG00000115896",8122,0.409135680866782
"ENSG00000115902",6941,0.499063535513615
"ENSG00000115904",9061,0.472022955523673
"ENSG00000115919",17442,0.363719756908611
"ENSG00000115935",9121,0.45619997807258
"ENSG00000115942",5831,0.413136683244726
"ENSG00000115944",5605,0.503835860838537
"ENSG00000115946",2630,0.416730038022814
"ENSG00000115947",8916,0.400964558097802
"ENSG00000115963",3594,0.382860322760156
"ENSG00000115966",5751,0.398017736045905
"ENSG00000115970",14220,0.433895921237693
"ENSG00000115977",24843,0.40719719840599
"ENSG00000115993",7516,0.434140500266099
"ENSG00000115998",3630,0.444077134986226
"ENSG00000116001",6607,0.413652187074315
"ENSG00000116005",5864,0.423772169167804
"ENSG00000116014",1670,0.687425149700599
"ENSG00000116016",7291,0.532300096008778
"ENSG00000116017",7217,0.592074269086878
"ENSG00000116030",2153,0.490478402229447
"ENSG00000116032",3281,0.702529716549832
"ENSG00000116035",2975,0.619495798319328
"ENSG00000116044",5671,0.400987480162229
"ENSG00000116062",10955,0.437151985394797
"ENSG00000116095",14205,0.375008799718409
"ENSG00000116096",1458,0.593278463648834
"ENSG00000116106",7554,0.451151707704527
"ENSG00000116117",10700,0.467476635514019
"ENSG00000116120",6761,0.412956663215501
"ENSG00000116127",14783,0.445105864844754
"ENSG00000116128",6331,0.536250197441163
"ENSG00000116132",8248,0.3954898157129
"ENSG00000116133",6214,0.510138397167686
"ENSG00000116138",8563,0.446689244423683
"ENSG00000116141",5464,0.431551976573939
"ENSG00000116151",11337,0.610302549175267
"ENSG00000116157",1692,0.510047281323877
"ENSG00000116161",4611,0.432010409889395
"ENSG00000116171",8253,0.418272143462983
"ENSG00000116183",10926,0.477118799194582
"ENSG00000116191",9178,0.364022662889518
"ENSG00000116194",3598,0.319899944413563
"ENSG00000116198",7871,0.487231609706518
"ENSG00000116199",6046,0.442275884882567
"ENSG00000116205",12168,0.458744247205786
"ENSG00000116209",9149,0.416438955077058
"ENSG00000116212",2164,0.473197781885397
"ENSG00000116213",7634,0.553445113963846
"ENSG00000116221",2549,0.528442526480973
"ENSG00000116237",4910,0.511812627291242
"ENSG00000116251",4665,0.521114683815648
"ENSG00000116254",10094,0.588468397067565
"ENSG00000116260",9276,0.546463993100474
"ENSG00000116266",5892,0.348438560760353
"ENSG00000116273",3632,0.540198237885463
"ENSG00000116285",4179,0.401292175161522
"ENSG00000116288",2397,0.493950771798081
"ENSG00000116299",9194,0.505982162279748
"ENSG00000116329",9345,0.547030497592295
"ENSG00000116337",8938,0.566457820541508
"ENSG00000116350",8806,0.425278219395866
"ENSG00000116353",4138,0.473417109714838
"ENSG00000116396",25042,0.52016612091686
"ENSG00000116406",7792,0.370893223819302
"ENSG00000116455",2685,0.459217877094972
"ENSG00000116459",3138,0.422562141491396
"ENSG00000116473",5532,0.388286334056399
"ENSG00000116478",3966,0.505547150781644
"ENSG00000116489",3495,0.369957081545064
"ENSG00000116497",9190,0.415451577801959
"ENSG00000116514",2610,0.563984674329502
"ENSG00000116521",2442,0.543407043407043
"ENSG00000116525",3976,0.573440643863179
"ENSG00000116539",13381,0.431432628353636
"ENSG00000116544",4042,0.518555170707571
"ENSG00000116560",7419,0.420676641056746
"ENSG00000116574",3965,0.452206809583859
"ENSG00000116580",11967,0.45650538982201
"ENSG00000116584",9155,0.50202075368651
"ENSG00000116586",1404,0.551282051282051
"ENSG00000116604",6351,0.559282002834199
"ENSG00000116641",24890,0.371112896745681
"ENSG00000116649",1894,0.636219640971489
"ENSG00000116652",3555,0.358649789029536
"ENSG00000116661",3163,0.535567499209611
"ENSG00000116663",1735,0.595389048991354
"ENSG00000116667",11041,0.446698668598859
"ENSG00000116668",4068,0.395280235988201
"ENSG00000116670",3324,0.530986762936221
"ENSG00000116675",6958,0.439925265881
"ENSG00000116678",11370,0.359806508355321
"ENSG00000116679",7873,0.401498793344341
"ENSG00000116685",3281,0.601036269430052
"ENSG00000116688",4973,0.540317715664589
"ENSG00000116690",5049,0.461081402257873
"ENSG00000116691",2821,0.638780574264445
"ENSG00000116698",8317,0.46459059757124
"ENSG00000116701",2929,0.494366678047115
"ENSG00000116704",6193,0.397707088648474
"ENSG00000116711",2879,0.390413337964571
"ENSG00000116717",1925,0.577662337662338
"ENSG00000116729",4459,0.401659564924871
"ENSG00000116731",10923,0.453629955140529
"ENSG00000116741",2088,0.409003831417625
"ENSG00000116745",2605,0.376967370441459
"ENSG00000116747",9102,0.35937156668864
"ENSG00000116750",6661,0.420957814142021
"ENSG00000116752",1289,0.431342125678821
"ENSG00000116754",8473,0.371887171013809
"ENSG00000116761",2414,0.431648715824358
"ENSG00000116771",3095,0.522132471728594
"ENSG00000116774",2821,0.526409074796172
"ENSG00000116783",4733,0.402915698288612
"ENSG00000116785",4261,0.338887585073926
"ENSG00000116786",4134,0.626269956458636
"ENSG00000116791",4085,0.4203182374541
"ENSG00000116793",7170,0.393723849372385
"ENSG00000116809",4240,0.517452830188679
"ENSG00000116815",1784,0.45067264573991
"ENSG00000116819",2272,0.628961267605634
"ENSG00000116830",10158,0.437586139003741
"ENSG00000116833",7543,0.422510937292854
"ENSG00000116852",12150,0.563539094650206
"ENSG00000116857",3919,0.46644552181679
"ENSG00000116863",1651,0.587522713506965
"ENSG00000116871",5271,0.638209068487953
"ENSG00000116874",3847,0.393033532622823
"ENSG00000116885",2788,0.458393113342898
"ENSG00000116898",2863,0.52078239608802
"ENSG00000116903",5100,0.432549019607843
"ENSG00000116906",3261,0.422876418276602
"ENSG00000116918",6353,0.364237368172517
"ENSG00000116922",4434,0.520748759585025
"ENSG00000116954",5116,0.464034401876466
"ENSG00000116962",5811,0.480640165203924
"ENSG00000116977",9710,0.427497425334706
"ENSG00000116983",4758,0.534047919293821
"ENSG00000116984",12357,0.447681476086429
"ENSG00000116985",4826,0.585163696643183
"ENSG00000116990",5063,0.561919810389097
"ENSG00000116991",7641,0.400078523753435
"ENSG00000117000",6232,0.397785622593068
"ENSG00000117009",5946,0.387991927346115
"ENSG00000117010",3101,0.403418252176717
"ENSG00000117013",4408,0.634301270417423
"ENSG00000117016",7259,0.543325526932084
"ENSG00000117020",12771,0.365280714117923
"ENSG00000117036",6707,0.451021321007902
"ENSG00000117054",4783,0.398912816224127
"ENSG00000117069",6059,0.429608846344281
"ENSG00000117114",22649,0.353922910503775
"ENSG00000117115",6000,0.526666666666667
"ENSG00000117118",2324,0.420826161790017
"ENSG00000117122",2712,0.621312684365782
"ENSG00000117133",2290,0.383842794759825
"ENSG00000117139",24899,0.425679746174545
"ENSG00000117143",3437,0.427116671515857
"ENSG00000117148",1844,0.565075921908894
"ENSG00000117151",6934,0.384193827516585
"ENSG00000117152",4836,0.404466501240695
"ENSG00000117153",3508,0.468928164196123
"ENSG00000117154",3033,0.589845037916255
"ENSG00000117155",8639,0.394258594744762
"ENSG00000117174",6203,0.374334999193938
"ENSG00000117222",4404,0.445731153496821
"ENSG00000117226",4284,0.407796451914099
"ENSG00000117228",4862,0.377005347593583
"ENSG00000117242",4443,0.492685122664866
"ENSG00000117245",4470,0.589709172259508
"ENSG00000117262",5561,0.408919259126056
"ENSG00000117266",6831,0.602547211242863
"ENSG00000117280",3904,0.472592213114754
"ENSG00000117298",7308,0.559386973180077
"ENSG00000117305",5628,0.451670220326937
"ENSG00000117308",3955,0.610619469026549
"ENSG00000117318",1496,0.56951871657754
"ENSG00000117322",4885,0.465711361310133
"ENSG00000117335",8711,0.371139938009413
"ENSG00000117360",5408,0.464681952662722
"ENSG00000117362",3473,0.53901526058163
"ENSG00000117385",6766,0.503990540939994
"ENSG00000117394",4416,0.57518115942029
"ENSG00000117395",3561,0.426565571468689
"ENSG00000117399",2012,0.575546719681909
"ENSG00000117407",2657,0.656003010914565
"ENSG00000117408",5072,0.578667192429022
"ENSG00000117410",3239,0.561901821549861
"ENSG00000117411",3772,0.626988335100742
"ENSG00000117419",2785,0.552962298025135
"ENSG00000117425",5334,0.52755905511811
"ENSG00000117448",3121,0.543095161807113
"ENSG00000117450",1504,0.486702127659574
"ENSG00000117461",7397,0.429768825199405
"ENSG00000117472",2370,0.534599156118143
"ENSG00000117475",3820,0.380104712041885
"ENSG00000117477",3961,0.376672557434991
"ENSG00000117479",4364,0.406049495875344
"ENSG00000117480",2724,0.613436123348018
"ENSG00000117481",8468,0.499881908360888
"ENSG00000117500",9211,0.395613939854522
"ENSG00000117505",10925,0.376018306636156
"ENSG00000117519",2783,0.499101688825009
"ENSG00000117523",14173,0.42834967896705
"ENSG00000117525",2886,0.460845460845461
"ENSG00000117528",7655,0.379751796211626
"ENSG00000117533",4986,0.40954673084637
"ENSG00000117543",2970,0.425589225589226
"ENSG00000117569",12937,0.346602767256706
"ENSG00000117586",3963,0.395407519555892
"ENSG00000117592",2311,0.427087840761575
"ENSG00000117593",7353,0.402692778457772
"ENSG00000117595",4971,0.48098974049487
"ENSG00000117597",10411,0.438478532321583
"ENSG00000117598",4699,0.431793998723133
"ENSG00000117600",5540,0.425812274368231
"ENSG00000117602",7138,0.427991033903054
"ENSG00000117614",3773,0.433342168036046
"ENSG00000117616",6730,0.426448736998514
"ENSG00000117620",18235,0.374115711543735
"ENSG00000117625",9092,0.390453145622525
"ENSG00000117632",6247,0.537057787738114
"ENSG00000117640",5797,0.52561669829222
"ENSG00000117643",9026,0.529802791934412
"ENSG00000117650",3095,0.398384491114701
"ENSG00000117676",5884,0.575798776342624
"ENSG00000117682",5608,0.499821683309558
"ENSG00000117691",1264,0.549841772151899
"ENSG00000117697",13867,0.401673036705848
"ENSG00000117707",8936,0.412936436884512
"ENSG00000117713",15939,0.523244871070958
"ENSG00000117724",11673,0.402124560952626
"ENSG00000117748",1981,0.497728419989904
"ENSG00000117751",2815,0.493072824156305
"ENSG00000117758",3801,0.398579321231255
"ENSG00000117791",2597,0.47631882941856
"ENSG00000117859",10273,0.42402414095201
"ENSG00000117862",2864,0.444134078212291
"ENSG00000117868",7098,0.504226542688081
"ENSG00000117877",3661,0.552308112537558
"ENSG00000117899",7455,0.473105298457411
"ENSG00000117906",9901,0.384203615796384
"ENSG00000117971",4984,0.462680577849117
"ENSG00000117983",18598,0.645660823744489
"ENSG00000117984",3079,0.665475803832413
"ENSG00000118004",2778,0.552915766738661
"ENSG00000118007",7843,0.438735177865613
"ENSG00000118046",8811,0.659176029962547
"ENSG00000118058",31279,0.436522906742543
"ENSG00000118094",3182,0.515399120050283
"ENSG00000118096",3814,0.481122181436812
"ENSG00000118137",1424,0.634129213483146
"ENSG00000118160",5271,0.538038322898881
"ENSG00000118162",2115,0.526241134751773
"ENSG00000118181",1477,0.468517264725796
"ENSG00000118193",7294,0.379215793803126
"ENSG00000118194",7342,0.546717515663307
"ENSG00000118197",4410,0.490249433106576
"ENSG00000118200",7777,0.380480905233381
"ENSG00000118217",7864,0.411495422177009
"ENSG00000118231",642,0.585669781931464
"ENSG00000118242",3638,0.410940076965366
"ENSG00000118246",9759,0.389998975304847
"ENSG00000118257",13896,0.486974668969488
"ENSG00000118260",12132,0.364408176722717
"ENSG00000118263",9262,0.463074929820773
"ENSG00000118276",5306,0.458725970599322
"ENSG00000118292",1270,0.503937007874016
"ENSG00000118298",3296,0.5
"ENSG00000118307",3083,0.389231268245216
"ENSG00000118322",11310,0.404686118479222
"ENSG00000118363",2984,0.399128686327078
"ENSG00000118369",5754,0.597149808828641
"ENSG00000118402",3013,0.450381679389313
"ENSG00000118407",8964,0.336903168228469
"ENSG00000118412",8171,0.382939664667727
"ENSG00000118418",1014,0.511834319526627
"ENSG00000118420",6402,0.411902530459232
"ENSG00000118432",6357,0.380368098159509
"ENSG00000118454",6184,0.414133247089263
"ENSG00000118473",13320,0.363288288288288
"ENSG00000118482",20926,0.368393386218102
"ENSG00000118495",8733,0.434444062750487
"ENSG00000118496",9051,0.369240967848857
"ENSG00000118503",5025,0.49592039800995
"ENSG00000118507",4593,0.438275636838668
"ENSG00000118508",1065,0.502347417840376
"ENSG00000118513",5500,0.434909090909091
"ENSG00000118514",2858,0.355493351994402
"ENSG00000118515",9992,0.423438751000801
"ENSG00000118518",3508,0.418757126567845
"ENSG00000118523",2338,0.555175363558597
"ENSG00000118526",3679,0.493340581679804
"ENSG00000118557",5591,0.404757646217135
"ENSG00000118564",4701,0.41523080195703
"ENSG00000118579",10972,0.440758293838863
"ENSG00000118596",13703,0.348171933153324
"ENSG00000118600",7769,0.413051872827906
"ENSG00000118620",6831,0.369052847313717
"ENSG00000118640",895,0.540782122905028
"ENSG00000118655",3868,0.476732161323681
"ENSG00000118680",1932,0.520186335403727
"ENSG00000118689",7670,0.493089960886571
"ENSG00000118690",4254,0.430418429713211
"ENSG00000118705",2700,0.498148148148148
"ENSG00000118707",3973,0.539642587465391
"ENSG00000118733",4393,0.337810152515365
"ENSG00000118762",5531,0.44747785210631
"ENSG00000118777",5602,0.404855408782578
"ENSG00000118785",2321,0.398535114174925
"ENSG00000118804",3420,0.488888888888889
"ENSG00000118816",3728,0.478540772532189
"ENSG00000118849",2029,0.506653523903401
"ENSG00000118855",5227,0.441170843696193
"ENSG00000118873",10343,0.408198781784782
"ENSG00000118894",3135,0.544178628389155
"ENSG00000118898",7699,0.526432004156384
"ENSG00000118900",8592,0.552607076350093
"ENSG00000118922",10923,0.372974457566603
"ENSG00000118939",1905,0.39737532808399
"ENSG00000118946",8392,0.465085795996187
"ENSG00000118960",14625,0.525811965811966
"ENSG00000118961",4433,0.429731558763817
"ENSG00000118965",7836,0.400076569678407
"ENSG00000118971",7170,0.45955369595537
"ENSG00000118972",4713,0.439210693825589
"ENSG00000118985",7108,0.469189645469893
"ENSG00000118997",21349,0.372148578387747
"ENSG00000119004",10619,0.429136453526697
"ENSG00000119013",841,0.479191438763377
"ENSG00000119041",7330,0.388130968622101
"ENSG00000119042",10958,0.439952546085052
"ENSG00000119048",3117,0.381135707410972
"ENSG00000119121",9193,0.41890568911128
"ENSG00000119125",7904,0.419281376518219
"ENSG00000119138",5175,0.485990338164251
"ENSG00000119139",15243,0.460080036738175
"ENSG00000119147",1705,0.49266862170088
"ENSG00000119185",6678,0.469451931716083
"ENSG00000119203",3686,0.450081389039609
"ENSG00000119227",3198,0.602564102564103
"ENSG00000119231",7035,0.443496801705757
"ENSG00000119242",8223,0.500304025294904
"ENSG00000119280",5161,0.516372795969773
"ENSG00000119283",9326,0.555650868539567
"ENSG00000119285",9061,0.399183313100099
"ENSG00000119314",8239,0.39992717562811
"ENSG00000119318",4613,0.437025796661609
"ENSG00000119321",11017,0.388853589906508
"ENSG00000119326",3124,0.426696542893726
"ENSG00000119328",2525,0.411881188118812
"ENSG00000119333",2604,0.554531490015361
"ENSG00000119335",4359,0.464785501261757
"ENSG00000119383",5624,0.591216216216216
"ENSG00000119392",3508,0.48460661345496
"ENSG00000119396",4308,0.421773444753946
"ENSG00000119397",9417,0.424445152383986
"ENSG00000119401",3780,0.482275132275132
"ENSG00000119402",11267,0.419188781397
"ENSG00000119403",6594,0.503488019411586
"ENSG00000119408",4419,0.537904503281285
"ENSG00000119411",2339,0.560923471569047
"ENSG00000119414",4443,0.474454197614225
"ENSG00000119421",804,0.478855721393035
"ENSG00000119431",2105,0.544418052256532
"ENSG00000119446",5196,0.429368745188607
"ENSG00000119471",3307,0.390081644995464
"ENSG00000119487",6741,0.437917222963952
"ENSG00000119508",6314,0.463256255939183
"ENSG00000119509",7131,0.441733277240219
"ENSG00000119514",3166,0.477890082122552
"ENSG00000119522",10256,0.444422776911076
"ENSG00000119523",2970,0.443097643097643
"ENSG00000119537",9031,0.431402945410254
"ENSG00000119541",4315,0.428273464658169
"ENSG00000119547",16546,0.423002538377856
"ENSG00000119559",4774,0.621910347716799
"ENSG00000119574",3006,0.541916167664671
"ENSG00000119596",14935,0.456243722798795
"ENSG00000119599",5536,0.510115606936416
"ENSG00000119614",3018,0.581179589131875
"ENSG00000119616",4747,0.412892353065094
"ENSG00000119630",5804,0.577877325982081
"ENSG00000119632",1602,0.545568039950062
"ENSG00000119636",4624,0.397058823529412
"ENSG00000119638",10760,0.434200743494424
"ENSG00000119640",1803,0.43261231281198
"ENSG00000119650",4172,0.50503355704698
"ENSG00000119655",2584,0.459365325077399
"ENSG00000119661",8884,0.406235929761369
"ENSG00000119669",4166,0.628420547287566
"ENSG00000119673",2393,0.546176347680736
"ENSG00000119681",9078,0.521921128001762
"ENSG00000119682",7297,0.411950116486227
"ENSG00000119684",8363,0.428076049264618
"ENSG00000119685",12267,0.441183663487405
"ENSG00000119686",4910,0.4989816700611
"ENSG00000119688",8922,0.513001569154898
"ENSG00000119689",4548,0.477352682497801
"ENSG00000119698",4973,0.404785843555198
"ENSG00000119699",4914,0.503663003663004
"ENSG00000119703",8738,0.456511787594415
"ENSG00000119705",2631,0.462941847206385
"ENSG00000119707",11764,0.369177150629038
"ENSG00000119711",6682,0.451960490870997
"ENSG00000119714",3474,0.554116292458261
"ENSG00000119715",5930,0.570151770657673
"ENSG00000119718",5436,0.4532744665195
"ENSG00000119720",17393,0.415167021215431
"ENSG00000119723",6686,0.467992820819623
"ENSG00000119725",6496,0.447506157635468
"ENSG00000119729",6424,0.448007471980075
"ENSG00000119737",2094,0.461318051575931
"ENSG00000119760",5312,0.425828313253012
"ENSG00000119771",11109,0.572418759564317
"ENSG00000119772",12020,0.581281198003328
"ENSG00000119777",4909,0.556325117131799
"ENSG00000119778",10501,0.427578325873726
"ENSG00000119782",1677,0.550983899821109
"ENSG00000119787",5810,0.433218588640275
"ENSG00000119801",3421,0.456299327681964
"ENSG00000119812",4919,0.405976824557837
"ENSG00000119820",12239,0.397663207778413
"ENSG00000119844",5767,0.390671059476331
"ENSG00000119862",3933,0.427409102466311
"ENSG00000119865",3548,0.41065388951522
"ENSG00000119866",24514,0.462919148241821
"ENSG00000119878",6931,0.402827874765546
"ENSG00000119888",2430,0.481069958847737
"ENSG00000119899",3441,0.438535309503051
"ENSG00000119900",9176,0.358217088055798
"ENSG00000119906",8812,0.406604630049932
"ENSG00000119912",7624,0.443074501573977
"ENSG00000119915",1400,0.518571428571429
"ENSG00000119917",2537,0.444225463145447
"ENSG00000119922",4074,0.425380461462936
"ENSG00000119927",9809,0.45162605770211
"ENSG00000119929",1792,0.478236607142857
"ENSG00000119938",2541,0.401023219205037
"ENSG00000119943",3865,0.51280724450194
"ENSG00000119946",6156,0.54320987654321
"ENSG00000119950",5907,0.475537497883867
"ENSG00000119953",5404,0.397853441894893
"ENSG00000119965",3083,0.461239052870581
"ENSG00000119969",10150,0.375073891625616
"ENSG00000119977",3223,0.443996276760782
"ENSG00000119979",6291,0.462406612621205
"ENSG00000119986",1375,0.543272727272727
"ENSG00000120008",10707,0.421313159615205
"ENSG00000120029",4747,0.448493785548768
"ENSG00000120049",3397,0.562260818369149
"ENSG00000120051",3491,0.443425952449155
"ENSG00000120053",2424,0.481848184818482
"ENSG00000120054",1879,0.455029270888771
"ENSG00000120055",1469,0.688223281143635
"ENSG00000120057",1883,0.635156664896442
"ENSG00000120063",6431,0.445964857720417
"ENSG00000120071",23829,0.439086826975534
"ENSG00000120088",3285,0.628919330289193
"ENSG00000120129",2013,0.543467461500248
"ENSG00000120137",10348,0.391766524932354
"ENSG00000120149",2224,0.473471223021583
"ENSG00000120156",4804,0.450666111573689
"ENSG00000120158",4140,0.477777777777778
"ENSG00000120159",3160,0.411708860759494
"ENSG00000120162",7120,0.456460674157303
"ENSG00000120217",4108,0.412852969814995
"ENSG00000120253",4420,0.462217194570136
"ENSG00000120254",5021,0.507468631746664
"ENSG00000120256",6026,0.47693328908065
"ENSG00000120262",5432,0.41439617083947
"ENSG00000120265",2832,0.481991525423729
"ENSG00000120278",10294,0.455022343112493
"ENSG00000120279",3030,0.37986798679868
"ENSG00000120306",1857,0.493268712977921
"ENSG00000120314",7675,0.534723127035831
"ENSG00000120318",6195,0.530750605326876
"ENSG00000120322",2750,0.539272727272727
"ENSG00000120324",3295,0.484673748103187
"ENSG00000120327",4828,0.449254349627175
"ENSG00000120328",3875,0.458838709677419
"ENSG00000120332",5042,0.560888536295121
"ENSG00000120333",2594,0.416730917501927
"ENSG00000120334",4914,0.434472934472934
